-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 11/30/2023 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOTCORR
41.25,-72.75,2023,1,1,2.44
41.25,-72.25,2023,1,1,3.77
41.25,-71.75,2023,1,1,5.72
41.25,-71.25,2023,1,1,6.48
41.25,-70.75,2023,1,1,6.89
41.25,-70.25,2023,1,1,7.23
41.25,-69.75,2023,1,1,7.26
41.25,-69.25,2023,1,1,7.16
41.25,-68.75,2023,1,1,7.57
41.25,-68.25,2023,1,1,6.75
41.25,-67.75,2023,1,1,6.86
41.25,-67.25,2023,1,1,6.26
41.25,-66.75,2023,1,1,4.96
41.25,-66.25,2023,1,1,4.6
41.25,-65.75,2023,1,1,4.1
41.25,-65.25,2023,1,1,4.17
41.75,-72.75,2023,1,1,1.34
41.75,-72.25,2023,1,1,2.35
41.75,-71.75,2023,1,1,3.61
41.75,-71.25,2023,1,1,4.52
41.75,-70.75,2023,1,1,5.46
41.75,-70.25,2023,1,1,6.07
41.75,-69.75,2023,1,1,6.17
41.75,-69.25,2023,1,1,6.05
41.75,-68.75,2023,1,1,6.56
41.75,-68.25,2023,1,1,8.12
41.75,-67.75,2023,1,1,9.85
41.75,-67.25,2023,1,1,10.07
41.75,-66.75,2023,1,1,8.87
41.75,-66.25,2023,1,1,8.09
41.75,-65.75,2023,1,1,6.51
41.75,-65.25,2023,1,1,5.5
42.25,-72.75,2023,1,1,0.64
42.25,-72.25,2023,1,1,1.19
42.25,-71.75,2023,1,1,2.04
42.25,-71.25,2023,1,1,3.27
42.25,-70.75,2023,1,1,4.28
42.25,-70.25,2023,1,1,4.89
42.25,-69.75,2023,1,1,5.05
42.25,-69.25,2023,1,1,4.96
42.25,-68.75,2023,1,1,4.98
42.25,-68.25,2023,1,1,6.74
42.25,-67.75,2023,1,1,8.68
42.25,-67.25,2023,1,1,10.21
42.25,-66.75,2023,1,1,11.07
42.25,-66.25,2023,1,1,11.37
42.25,-65.75,2023,1,1,10.23
42.25,-65.25,2023,1,1,8.93
42.75,-72.75,2023,1,1,0.38
42.75,-72.25,2023,1,1,0.82
42.75,-71.75,2023,1,1,1.59
42.75,-71.25,2023,1,1,2.52
42.75,-70.75,2023,1,1,3.97
42.75,-70.25,2023,1,1,5.11
42.75,-69.75,2023,1,1,5.93
42.75,-69.25,2023,1,1,6.42
42.75,-68.75,2023,1,1,6.54
42.75,-68.25,2023,1,1,6.77
42.75,-67.75,2023,1,1,7.04
42.75,-67.25,2023,1,1,8.02
42.75,-66.75,2023,1,1,9.78
42.75,-66.25,2023,1,1,11.73
42.75,-65.75,2023,1,1,12.0
42.75,-65.25,2023,1,1,11.86
43.25,-72.75,2023,1,1,0.39
43.25,-72.25,2023,1,1,0.74
43.25,-71.75,2023,1,1,1.36
43.25,-71.25,2023,1,1,1.98
43.25,-70.75,2023,1,1,3.82
43.25,-70.25,2023,1,1,4.99
43.25,-69.75,2023,1,1,6.05
43.25,-69.25,2023,1,1,6.92
43.25,-68.75,2023,1,1,6.89
43.25,-68.25,2023,1,1,6.83
43.25,-67.75,2023,1,1,6.46
43.25,-67.25,2023,1,1,6.29
43.25,-66.75,2023,1,1,6.94
43.25,-66.25,2023,1,1,9.18
43.25,-65.75,2023,1,1,11.16
43.25,-65.25,2023,1,1,12.39
43.75,-72.75,2023,1,1,0.52
43.75,-72.25,2023,1,1,0.96
43.75,-71.75,2023,1,1,1.51
43.75,-71.25,2023,1,1,1.81
43.75,-70.75,2023,1,1,2.88
43.75,-70.25,2023,1,1,3.55
43.75,-69.75,2023,1,1,4.54
43.75,-69.25,2023,1,1,5.69
43.75,-68.75,2023,1,1,5.94
43.75,-68.25,2023,1,1,5.86
43.75,-67.75,2023,1,1,5.38
43.75,-67.25,2023,1,1,5.09
43.75,-66.75,2023,1,1,5.75
43.75,-66.25,2023,1,1,8.32
43.75,-65.75,2023,1,1,10.44
43.75,-65.25,2023,1,1,11.59
44.25,-72.75,2023,1,1,1.49
44.25,-72.25,2023,1,1,1.97
44.25,-71.75,2023,1,1,2.2
44.25,-71.25,2023,1,1,2.07
44.25,-70.75,2023,1,1,2.11
44.25,-70.25,2023,1,1,2.16
44.25,-69.75,2023,1,1,2.96
44.25,-69.25,2023,1,1,4.26
44.25,-68.75,2023,1,1,4.88
44.25,-68.25,2023,1,1,5.15
44.25,-67.75,2023,1,1,5.14
44.25,-67.25,2023,1,1,5.57
44.25,-66.75,2023,1,1,7.13
44.25,-66.25,2023,1,1,10.55
44.25,-65.75,2023,1,1,11.4
44.25,-65.25,2023,1,1,12.1
44.75,-72.75,2023,1,1,3.98
44.75,-72.25,2023,1,1,4.08
44.75,-71.75,2023,1,1,3.68
44.75,-71.25,2023,1,1,3.01
44.75,-70.75,2023,1,1,2.48
44.75,-70.25,2023,1,1,2.18
44.75,-69.75,2023,1,1,2.66
44.75,-69.25,2023,1,1,3.79
44.75,-68.75,2023,1,1,4.79
44.75,-68.25,2023,1,1,5.18
44.75,-67.75,2023,1,1,6.0
44.75,-67.25,2023,1,1,7.5
44.75,-66.75,2023,1,1,9.74
44.75,-66.25,2023,1,1,12.61
44.75,-65.75,2023,1,1,13.79
44.75,-65.25,2023,1,1,14.23
45.25,-72.75,2023,1,1,5.67
45.25,-72.25,2023,1,1,5.84
45.25,-71.75,2023,1,1,5.78
45.25,-71.25,2023,1,1,5.27
45.25,-70.75,2023,1,1,4.63
45.25,-70.25,2023,1,1,4.3
45.25,-69.75,2023,1,1,4.5
45.25,-69.25,2023,1,1,5.17
45.25,-68.75,2023,1,1,6.01
45.25,-68.25,2023,1,1,6.41
45.25,-67.75,2023,1,1,7.95
45.25,-67.25,2023,1,1,10.16
45.25,-66.75,2023,1,1,12.66
45.25,-66.25,2023,1,1,15.14
45.25,-65.75,2023,1,1,16.49
45.25,-65.25,2023,1,1,15.8
45.75,-72.75,2023,1,1,4.89
45.75,-72.25,2023,1,1,5.39
45.75,-71.75,2023,1,1,6.38
45.75,-71.25,2023,1,1,7.67
45.75,-70.75,2023,1,1,7.75
45.75,-70.25,2023,1,1,7.73
45.75,-69.75,2023,1,1,7.87
45.75,-69.25,2023,1,1,8.26
45.75,-68.75,2023,1,1,8.81
45.75,-68.25,2023,1,1,9.21
45.75,-67.75,2023,1,1,10.94
45.75,-67.25,2023,1,1,12.57
45.75,-66.75,2023,1,1,14.11
45.75,-66.25,2023,1,1,17.02
45.75,-65.75,2023,1,1,17.75
45.75,-65.25,2023,1,1,17.18
46.25,-72.75,2023,1,1,3.52
46.25,-72.25,2023,1,1,4.4
46.25,-71.75,2023,1,1,6.14
46.25,-71.25,2023,1,1,8.64
46.25,-70.75,2023,1,1,9.26
46.25,-70.25,2023,1,1,9.69
46.25,-69.75,2023,1,1,10.34
46.25,-69.25,2023,1,1,11.24
46.25,-68.75,2023,1,1,12.09
46.25,-68.25,2023,1,1,12.73
46.25,-67.75,2023,1,1,13.76
46.25,-67.25,2023,1,1,13.95
46.25,-66.75,2023,1,1,13.74
46.25,-66.25,2023,1,1,15.16
46.25,-65.75,2023,1,1,15.54
46.25,-65.25,2023,1,1,15.95
46.75,-72.75,2023,1,1,2.49
46.75,-72.25,2023,1,1,3.71
46.75,-71.75,2023,1,1,5.4
46.75,-71.25,2023,1,1,7.34
46.75,-70.75,2023,1,1,8.55
46.75,-70.25,2023,1,1,9.55
46.75,-69.75,2023,1,1,10.46
46.75,-69.25,2023,1,1,11.4
46.75,-68.75,2023,1,1,12.48
46.75,-68.25,2023,1,1,14.01
46.75,-67.75,2023,1,1,14.74
46.75,-67.25,2023,1,1,14.31
46.75,-66.75,2023,1,1,12.91
46.75,-66.25,2023,1,1,11.26
46.75,-65.75,2023,1,1,11.08
46.75,-65.25,2023,1,1,11.38
47.25,-72.75,2023,1,1,1.32
47.25,-72.25,2023,1,1,2.2
47.25,-71.75,2023,1,1,3.49
47.25,-71.25,2023,1,1,5.25
47.25,-70.75,2023,1,1,6.78
47.25,-70.25,2023,1,1,8.05
47.25,-69.75,2023,1,1,8.86
47.25,-69.25,2023,1,1,9.34
47.25,-68.75,2023,1,1,9.95
47.25,-68.25,2023,1,1,11.93
47.25,-67.75,2023,1,1,13.07
47.25,-67.25,2023,1,1,13.24
47.25,-66.75,2023,1,1,12.41
47.25,-66.25,2023,1,1,10.67
47.25,-65.75,2023,1,1,9.27
47.25,-65.25,2023,1,1,9.83
47.75,-72.75,2023,1,1,0.47
47.75,-72.25,2023,1,1,0.9
47.75,-71.75,2023,1,1,1.76
47.75,-71.25,2023,1,1,3.13
47.75,-70.75,2023,1,1,3.97
47.75,-70.25,2023,1,1,4.87
47.75,-69.75,2023,1,1,5.56
47.75,-69.25,2023,1,1,5.95
47.75,-68.75,2023,1,1,6.16
47.75,-68.25,2023,1,1,7.64
47.75,-67.75,2023,1,1,8.7
47.75,-67.25,2023,1,1,9.52
47.75,-66.75,2023,1,1,10.12
47.75,-66.25,2023,1,1,10.36
47.75,-65.75,2023,1,1,9.26
47.75,-65.25,2023,1,1,10.5
41.25,-72.75,2023,1,2,0.14
41.25,-72.25,2023,1,2,0.09
41.25,-71.75,2023,1,2,0.01
41.25,-71.25,2023,1,2,0.0
41.25,-70.75,2023,1,2,0.0
41.25,-70.25,2023,1,2,0.0
41.25,-69.75,2023,1,2,0.0
41.25,-69.25,2023,1,2,0.0
41.25,-68.75,2023,1,2,0.0
41.25,-68.25,2023,1,2,0.0
41.25,-67.75,2023,1,2,0.0
41.25,-67.25,2023,1,2,0.01
41.25,-66.75,2023,1,2,0.01
41.25,-66.25,2023,1,2,0.02
41.25,-65.75,2023,1,2,0.03
